DATAFLOW,LAST UPDATE,freq,purchase,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,FR,2021,123.98,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,HR,2008,124.14,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,HR,2009,117.93,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,HR,2010,110.47,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,HR,2011,110.66,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,HR,2012,108.93,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,HR,2013,104.63,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,HR,2014,102.98,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,HR,2015,100.00,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,HR,2016,100.89,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,HR,2017,104.75,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,HR,2018,111.14,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,HR,2019,121.10,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,HR,2020,130.38,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,HR,2021,139.91,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,HU,2007,98.91,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,HU,2008,101.26,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,HU,2009,95.95,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,HU,2010,93.66,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,HU,2011,90.45,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,HU,2012,87.10,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,HU,2013,84.87,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,HU,2014,88.43,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,HU,2015,100.00,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,HU,2016,113.38,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,HU,2017,127.24,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,HU,2018,145.50,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,HU,2019,170.17,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,HU,2020,178.58,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,HU,2021,208.04,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,IE,2005,131.89,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,IE,2006,151.50,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,IE,2007,162.81,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,IE,2008,151.51,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,IE,2009,122.49,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,IE,2010,105.96,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,IE,2011,87.86,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,IE,2012,76.04,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,IE,2013,76.99,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,IE,2014,89.72,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,IE,2015,100.00,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,IE,2016,107.46,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,IE,2017,119.14,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,IE,2018,131.33,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,IE,2019,134.41,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,IE,2020,134.82,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,IE,2021,145.98,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,IS,2005,60.60,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,IS,2006,70.79,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,IS,2007,77.44,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,IS,2008,82.26,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,IS,2009,74.28,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,IS,2010,72.02,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,IS,2011,75.36,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,IS,2012,80.57,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,IS,2013,85.21,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,IS,2014,92.39,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,IS,2015,100.00,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,IS,2016,109.77,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,IS,2017,131.20,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,IS,2018,142.01,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,IS,2019,148.30,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,IS,2020,157.79,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,IS,2021,177.57,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,IT,2010,118.10,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,IT,2011,119.70,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,IT,2012,116.70,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,IT,2013,109.10,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,IT,2014,104.00,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,IT,2015,100.00,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,IT,2016,100.30,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,IT,2017,99.20,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,IT,2018,98.60,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,IT,2019,98.50,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,IT,2020,100.40,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,IT,2021,103.00,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,LT,2006,94.25,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,LT,2007,119.06,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,LT,2008,129.76,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,LT,2009,90.92,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,LT,2010,84.20,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,LT,2011,89.77,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,LT,2012,89.56,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,LT,2013,90.65,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,LT,2014,96.47,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,LT,2015,100.00,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,LT,2016,105.40,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,LT,2017,114.80,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,LT,2018,123.18,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,LT,2019,131.61,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,LT,2020,141.18,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,LT,2021,163.84,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,LU,2007,74.42,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,LU,2008,76.91,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,LU,2009,76.02,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,LU,2010,80.14,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,LU,2011,83.09,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,LU,2012,86.58,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,LU,2013,90.89,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,LU,2014,94.88,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,LU,2015,100.00,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,LU,2016,106.01,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,LU,2017,111.96,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,LU,2018,119.86,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,LU,2019,131.99,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,LU,2020,151.12,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,LU,2021,172.15,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,LV,2006,104.48,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,LV,2007,142.37,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,LV,2008,143.94,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,LV,2009,90.24,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,LV,2010,80.35,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,LV,2011,88.73,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,LV,2012,91.36,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,LV,2013,97.62,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,LV,2014,103.48,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,LV,2015,100.00,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,LV,2016,108.49,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,LV,2017,118.01,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,LV,2018,129.30,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,LV,2019,140.88,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,LV,2020,145.77,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,LV,2021,161.65,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,MT,2005,58.43,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,MT,2006,70.04,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,MT,2007,84.75,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,MT,2008,94.14,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,MT,2009,90.07,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,MT,2010,91.04,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,MT,2011,89.80,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,MT,2012,92.54,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,MT,2013,92.16,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,MT,2014,94.51,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,MT,2015,100.00,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,MT,2016,105.45,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,MT,2017,111.03,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,MT,2018,117.45,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,MT,2019,124.65,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,MT,2020,128.86,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,MT,2021,135.44,p
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,NL,2005,106.20,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,NL,2006,110.73,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,NL,2007,116.10,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,NL,2008,118.64,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,NL,2009,113.35,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,NL,2010,111.40,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,NL,2011,109.19,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,NL,2012,101.86,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,NL,2013,95.75,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,NL,2014,96.53,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,NL,2015,100.00,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,NL,2016,105.02,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,NL,2017,112.93,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,NL,2018,123.61,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,NL,2019,132.62,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,NL,2020,142.75,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,NL,2021,164.21,p
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,NO,2005,54.24,d
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,NO,2006,61.66,d
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,NO,2007,69.43,d
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,NO,2008,68.69,d
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,NO,2009,69.99,d
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,NO,2010,75.77,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,NO,2011,81.95,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,NO,2012,87.48,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,NO,2013,91.24,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,NO,2014,93.74,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,NO,2015,100.00,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,NO,2016,107.88,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,NO,2017,113.75,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,NO,2018,115.53,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,NO,2019,120.18,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,NO,2020,126.11,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,NO,2021,137.66,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,PL,2010,105.61,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,PL,2011,105.70,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,PL,2012,102.01,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,PL,2013,97.54,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,PL,2014,98.50,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,PL,2015,100.00,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,PL,2016,101.86,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,PL,2017,105.78,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,PL,2018,112.74,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,PL,2019,122.52,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,PL,2020,135.36,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,PL,2021,147.77,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,PT,2008,107.53,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,PT,2009,106.54,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,PT,2010,107.36,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,PT,2011,102.09,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,PT,2012,94.87,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,PT,2013,93.09,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,PT,2014,97.04,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,PT,2015,100.00,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,PT,2016,107.12,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,PT,2017,117.02,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,PT,2018,129.03,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,PT,2019,141.88,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,PT,2020,154.33,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,PT,2021,168.84,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,RO,2009,129.28,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,RO,2010,119.54,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,RO,2011,104.83,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,RO,2012,99.51,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,RO,2013,99.26,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,RO,2014,97.22,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,RO,2015,100.00,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,RO,2016,105.95,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,RO,2017,112.36,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,RO,2018,118.62,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,RO,2019,122.69,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,RO,2020,128.44,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,RO,2021,134.09,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,SE,2005,52.04,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,SE,2006,58.46,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,SE,2007,65.74,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,SE,2008,66.47,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,SE,2009,68.57,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,SE,2010,73.97,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,SE,2011,75.87,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,SE,2012,76.83,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,SE,2013,80.79,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,SE,2014,88.40,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,SE,2015,100.00,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,SE,2016,108.24,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,SE,2017,115.43,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,SE,2018,114.35,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,SE,2019,117.19,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,SE,2020,122.11,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,SE,2021,134.46,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,SI,2007,120.85,
ESTAT:PRC_HPI_A(1.0),10/01/23 11:00:00,A,TOTAL,I15_A_AVG,SI,2008,129.31,
