geo,country,year,house_price_index,inflation,earning,price_to_income_ratio,real_hpi,price_to_real_income_ratio,hpi_growth,income_growth,region
BG,Bulgaria,2020,137.41,2.01924972359591,6612.77,0.02,134.69026715280637,1.02,4.557905950388075,8.530252649753333,East Europe
DE,Germany,2020,138.7,1.59506672664569,31292.95,0.0,136.52237699020347,1.02,7.770007770007781,-0.6139503389732459,West Europe
EE,Estonia,2020,132.79,-0.444417011295591,14444.62,0.01,133.38277574555147,1.0,6.003033447752859,1.9409157633243135,
ES,Spain,2020,127.5,1.05313638979474,20632.83,0.01,126.17124470851763,1.01,2.237190281452972,-3.9522219698126304,South Europe
FI,Finland,2020,105.6,1.63959546429666,33191.98,0.0,103.89651741293531,1.02,1.763515466897947,3.2887362557001643,North Europe
FR,France,2020,116.62,2.24537280848741,27472.33,0.0,114.05895132138377,1.02,5.195742377773782,-2.4204565070835904,West Europe
HU,Hungary,2020,178.58,5.42265441481276,9549.21,0.02,169.39433084024873,1.05,4.942116706822608,1.6896791877783146,East Europe
IE,Ireland,2020,134.82,0.617681498829036,38842.71,0.0,133.9923540193768,1.01,0.30503682761700013,1.5437282038680111,
IS,Iceland,2020,157.79,3.44590995675685,44185.83,0.0,152.5338218456007,1.03,6.399190829399859,-6.493663972242148,North Europe
IT,Italy,2020,100.4,1.19581032771563,22507.69,0.0,99.21359360121882,1.01,1.9289340101522834,4.686053791177547,South Europe
LT,Lithuania,2020,141.18,0.823425022182784,10787.57,0.01,140.02698278593306,1.01,7.271483929792555,10.134334940969403,
LU,Luxembourg,2020,151.12,2.33085352778937,44374.32,0.0,147.67784572319752,1.02,14.493522236533064,4.04107592899261,
LV,Latvia,2020,145.77,0.0525324251865741,9786.84,0.01,145.69346369018524,1.0,3.471039182282798,7.029598482073052,
MT,Malta,2020,128.86,0.916976000588045,19652.9,0.01,127.68912140138755,1.01,3.377456879261942,2.856045289757425,
NL,Netherlands,2020,142.75,2.23523051397253,39142.87,0.0,139.62897064186726,1.02,7.63836525410948,4.653812178094152,West Europe
NO,Norway,2020,126.11,-3.74540487334525,42534.89,0.0,131.0171216595536,0.96,4.934265268763505,-5.936113350206718,North Europe
