geo,country,year,house_price_index,inflation,earning,price_to_income_ratio,real_hpi,price_to_real_income_ratio,hpi_growth,income_growth,region
PL,Poland,2020,135.36,4.11865630361613,11376.35,0.01,130.0055194770112,1.04,10.479921645445668,11.251660020066922,East Europe
PT,Portugal,2020,154.33,2.52591535901093,12934.79,0.01,150.52779529896299,1.03,8.77502114462927,0.8686463808350364,South Europe
SE,Sweden,2020,122.11,1.39400000000001,33366.68,0.0,120.43118922224194,1.01,4.198310436044039,2.8959598909447104,North Europe
SI,Slovenia,2020,135.66,1.27232601567176,13896.79,0.01,133.95564744805682,1.01,4.603284755956505,4.501521637939665,
AT,Austria,2021,153.26,1.94340746030798,33712.2,0.0,150.33831399021295,1.02,12.434891057149144,2.058072127431343,West Europe
BE,Belgium,2021,127.06,2.92607611865446,31063.95,0.0,123.4478227398115,1.03,7.133220910623961,1.716251672816571,West Europe
BG,Bulgaria,2021,149.33,7.13268178883161,7456.68,0.02,139.38790433188558,1.07,8.674768939669608,12.76182295770154,East Europe
DE,Germany,2021,154.7,3.05760069776311,32850.2,0.0,150.11022860282617,1.03,11.535688536409516,4.97636049014234,West Europe
EE,Estonia,2021,152.78,5.99690607967075,15300.44,0.01,144.13628251108153,1.06,15.053844415995199,5.924835682766316,
ES,Spain,2021,132.19,2.30097428940913,21668.52,0.01,129.21675567432519,1.02,3.678431372549018,5.0196216418203266,South Europe
FI,Finland,2021,110.45,2.54831154599869,33906.14,0.0,107.70533257435152,1.03,4.592803030303028,2.1516040923138524,North Europe
FR,France,2021,123.98,1.33331842600243,28649.83,0.0,122.34870220946634,1.01,6.311095866918204,4.286130808708255,West Europe
HU,Hungary,2021,208.04,6.30272339430066,10074.96,0.02,195.70524005140763,1.06,16.49680815320864,5.505691046693917,East Europe
IE,Ireland,2021,145.98,0.657643226323763,39930.32,0.0,145.02624472517317,1.01,8.277703604806398,2.800036351737556,
IS,Iceland,2021,177.57,5.99662119559468,47374.82,0.0,167.52420784463644,1.06,12.535648646935794,7.217223259130812,North Europe
IT,Italy,2021,103.0,0.538692422604536,23511.64,0.0,102.44811974184984,1.01,2.589641434262946,4.460475508592854,South Europe
LT,Lithuania,2021,163.84,6.50805313836133,11798.21,0.01,153.8287436229451,1.07,16.050432072531517,9.368560296711848,
LU,Luxembourg,2021,172.15,6.18129245488691,44934.82,0.0,162.12837122239884,1.06,13.91609317098994,1.2631179474975607,
LV,Latvia,2021,161.65,6.88144180390806,11229.49,0.01,151.24234597861624,1.07,10.89387391095562,14.74071303914235,
MT,Malta,2021,135.44,1.81051812738831,18292.5,0.01,133.03144163408882,1.02,5.106316933105681,-6.92213362913362,
NL,Netherlands,2021,164.21,2.52482146698544,40660.61,0.0,160.16609212324073,1.03,15.033274956217157,3.8774366825937934,West Europe
NO,Norway,2021,137.66,16.9113499819995,46935.39,0.0,117.74733592691823,1.17,9.158671001506624,10.345624497912187,North Europe
PL,Poland,2021,147.77,5.05250600239986,11134.57,0.01,140.66299379533535,1.05,9.16814420803782,-2.1252862297661435,East Europe
PT,Portugal,2021,168.84,1.39879177784729,13502.54,0.01,166.51085978411695,1.01,9.401930927233849,4.389325222906604,South Europe
SE,Sweden,2021,134.46,2.97615308956182,35485.73,0.0,130.57392023865526,1.03,10.11383179100811,6.350796663018321,North Europe
SI,Slovenia,2021,151.32,2.60708736010702,14601.22,0.01,147.47519288695085,1.03,11.543564794338778,5.069012340259871,
